Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2017","2017","g/capita/day","6.51","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2018","2018","g/capita/day","5.62","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2019","2019","g/capita/day","7.84","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","665","Food supply quantity (g/capita/day)","23161.03","Rice, broken","2020","2020","g/capita/day","6.1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2010","2010","tonnes","37668","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2011","2011","tonnes","39103","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2012","2012","tonnes","31410","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2013","2013","tonnes","31895","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2014","2014","tonnes","32840.09","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2015","2015","tonnes","32500","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2016","2016","tonnes","33798.02","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2017","2017","tonnes","30497.46","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2018","2018","tonnes","43717.67","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2019","2019","tonnes","50516.33","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5510","Production","39130.01","Rice, gluten","2020","2020","tonnes","50902.43","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","39130.01","Rice, gluten","2014","2014","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","39130.01","Rice, gluten","2015","2015","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","39130.01","Rice, gluten","2016","2016","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","356","India","5166","Residuals","39130.01","Rice, gluten","2017","2017","tonnes","0","I","Imputed value"
